t_s,shoulder_ref_deg,shoulder_act_deg,shoulder_err_deg,elbow_ref_deg,elbow_act_deg,elbow_err_deg,tau_shoulder_Nm,tau_elbow_Nm,lift_N,drag_N,alpha_humerus_deg,alpha_radius_deg,P_shoulder_W,P_elbow_W,P_total_W
0.004167,3.9252,0.0000,3.9252,16.9959,0.0000,16.9959,0.079543,-0.005690,0.000000,0.000000,0.0000,0.0000,0.000000,-0.000000,0.000000
0.008333,7.8396,-0.2371,8.0767,19.7102,2.1342,17.5761,0.066417,-0.006599,-0.012860,0.007653,90.0000,-89.4524,-0.421540,-0.377417,-0.798957
0.012500,11.7326,-0.4889,12.2215,22.3705,6.6405,15.7300,0.053361,-0.007490,-0.035100,0.028564,90.0000,-89.6058,-0.152874,-0.646481,-0.799355
0.016667,15.5934,-0.3373,15.9306,24.9695,12.3268,12.6427,0.040417,-0.008360,-0.197478,0.064002,-90.0000,-88.9674,0.240826,-0.836010,-0.595184
0.020833,19.4114,0.4536,18.9578,27.5000,18.2951,9.2049,0.027613,-0.009207,-1.091202,0.155956,-90.0000,-86.3986,0.492417,-0.920735,-0.428318
0.025000,23.1763,1.9934,21.1829,29.9551,24.2634,5.6917,0.014936,-0.010029,-2.975091,0.439871,-90.0000,-83.3098,0.460878,-1.002936,-0.542059
0.029167,26.8776,4.7304,22.1472,32.3282,29.1555,3.1727,0.002266,-0.010824,-8.332110,2.051043,-90.0000,-74.2734,0.157773,-0.303035,-0.145263
0.033333,30.5052,9.7576,20.7477,34.6126,29.0705,5.5421,-0.010923,-0.011589,-9.713657,3.263195,-90.0000,-65.9607,-1.092337,0.750625,-0.341712
0.037500,34.0493,15.3001,18.7491,36.8022,27.7055,9.0967,-0.024751,-0.012322,-11.109367,2.909795,-90.0000,-72.9189,-2.193654,-0.029633,-2.223287
0.041667,37.5000,20.5573,16.9427,38.8909,29.3019,9.5890,-0.038940,-0.013021,-13.705811,3.338571,-90.0000,-74.4935,-3.432500,-0.527439,-3.959939
0.045833,40.8479,26.0908,14.7572,40.8730,32.3626,8.5103,-0.053709,-0.013685,-18.117087,4.602044,-90.0000,-73.5799,-5.152686,-0.774618,-5.927305
0.050000,44.0839,32.0384,12.0455,42.7430,35.8659,6.8772,-0.069232,-0.014311,-20.743869,5.683133,-90.0000,-71.8149,-6.921530,-0.847638,-7.769168
0.054167,47.1990,38.0067,9.1924,44.4959,39.3643,5.1317,-0.085217,-0.014898,-21.419222,6.302834,-90.0000,-69.9613,-8.521698,-0.864669,-9.386367
0.058333,50.1848,43.9750,6.2098,46.1269,42.7431,3.3838,-0.101560,-0.015444,-21.661466,6.803980,-90.0000,-68.0676,-10.155986,-0.859438,-11.015424
0.062500,53.0330,49.9337,3.0993,47.6314,45.6827,1.9487,-0.118153,-0.015948,-19.308820,6.683463,-90.0000,-64.7684,-11.739198,-0.540758,-12.279956
0.066667,55.7359,55.8696,-0.1337,49.0054,46.3259,2.6794,-0.134873,-0.016408,-14.146604,5.521933,-90.0000,-59.3254,-13.388709,0.219334,-13.169375
0.070833,58.2859,59.9246,-1.6386,50.2450,49.3631,0.8819,-0.148980,-0.016823,-9.582558,3.186444,-90.0000,-66.2027,-9.402996,-0.796433,-10.199429
0.075000,60.6763,63.7800,-3.1037,51.3469,50.0510,1.2959,-0.162494,-0.017192,-5.811497,2.364713,-90.0000,-56.7301,-10.553322,0.154964,-10.398358
0.079167,62.9003,66.5181,-3.6178,52.3081,51.1249,1.1832,-0.173971,-0.017513,-3.174542,1.242421,-90.0000,-59.1525,-7.640400,-0.081530,-7.721930
0.083333,64.9519,68.0515,-3.0996,53.1259,52.9271,0.1989,-0.183139,-0.017787,-1.334568,0.472003,-90.0000,-63.9114,-4.404310,-0.290863,-4.695172
0.087500,66.8255,69.3464,-2.5209,53.7981,52.4508,1.3473,-0.191373,-0.018012,-0.123241,0.051494,-90.0000,-34.4172,-3.861162,0.402804,-3.458358
0.091667,68.5159,68.7046,-0.1887,54.3229,55.0565,-0.7336,-0.196072,-0.018188,-0.044707,0.016619,90.0000,-26.9241,3.341183,-0.811555,2.529627
0.095833,70.0185,68.3319,1.6867,54.6987,53.8365,0.8622,-0.200549,-0.018314,0.347280,0.060750,90.0000,80.4131,1.300710,0.695572,1.996282
0.100000,71.3292,68.0451,3.2842,54.9246,53.1513,1.7733,-0.204513,-0.018389,0.003622,0.001452,90.0000,31.2631,0.810922,-0.086503,0.724419
0.104167,72.4444,68.0069,4.4375,55.0000,54.6719,0.3281,-0.208195,-0.018415,-0.064718,0.010186,-90.0000,-87.2609,-0.303057,-0.695813,-0.998869
0.108333,73.3611,69.7893,3.5718,54.9246,53.4297,1.4950,-0.213959,-0.018389,-0.534772,0.217752,-90.0000,-32.3772,-9.740071,0.955747,-8.784325
0.112500,74.0766,72.4812,1.5954,54.6987,52.1016,2.5971,-0.220480,-0.018314,-2.790093,1.148108,-90.0000,-55.9066,-9.884490,0.080059,-9.804431
0.116667,74.5891,74.5168,0.0724,54.3229,54.4903,-0.1674,-0.225356,-0.018188,-1.770471,0.299203,-90.0000,-80.9724,-3.169369,-1.645643,-4.815012
0.120833,74.8972,74.8838,0.0134,53.7981,54.6773,-0.8792,-0.226962,-0.018012,0.467385,0.123691,90.0000,72.6047,2.377942,0.436980,2.814923
0.125000,75.0000,73.7239,1.2761,53.1259,54.2208,-1.0949,-0.225500,-0.017787,0.466112,0.130869,90.0000,71.1670,2.496255,0.381115,2.877370
0.129167,74.8972,74.1065,0.7907,52.3081,51.5533,0.7548,-0.225750,-0.017513,0.079977,0.033372,-90.0000,54.8043,-1.785915,0.531269,-1.254646
0.133333,74.5891,74.6378,-0.0487,51.3469,51.3605,-0.0135,-0.225545,-0.017192,-0.280343,0.083977,-90.0000,-69.4410,-2.131837,-0.225230,-2.357066
0.137500,74.0766,74.8460,-0.7694,50.2450,53.9885,-3.7435,-0.224151,-0.016823,-0.243450,0.037042,90.0000,-82.7249,1.049878,-0.971576,0.078302
0.141667,73.3611,74.8427,-1.4817,49.0054,54.7316,-5.7263,-0.221747,-0.016408,0.044182,0.015546,-90.0000,64.1113,-0.942415,0.327575,-0.614839
0.145833,72.4444,74.8645,-2.4201,47.6314,52.4124,-4.7810,-0.218707,-0.015948,0.103484,0.017168,90.0000,87.5266,0.393748,0.804501,1.198249
0.150000,71.3292,74.5148,-3.1856,46.1269,48.4267,-2.2998,-0.214422,-0.015444,0.746065,0.106361,90.0000,84.0372,1.714942,1.190049,2.904991
0.154167,70.0185,72.2639,-2.2454,44.4959,47.7018,-3.2058,-0.206537,-0.014898,2.634990,1.167377,90.0000,45.0083,13.661494,-0.877583,12.783911
0.158333,68.5159,70.2003,-1.6844,42.7430,45.9192,-3.1762,-0.198338,-0.014311,0.454066,0.072539,90.0000,87.3424,0.855421,1.431091,2.286512
0.162500,66.8255,68.9979,-2.1724,40.8730,42.6288,-1.7558,-0.190846,-0.013685,1.729404,0.496471,90.0000,70.6128,4.968189,0.336738,5.304927
0.166667,64.9519,67.1820,-2.2301,38.8909,42.3736,-3.4828,-0.181838,-0.013021,1.082390,0.376257,90.0000,64.6192,4.561991,0.037800,4.599791
0.170833,62.9003,66.8800,-3.9798,36.8022,39.0028,-2.2006,-0.174509,-0.012322,0.217078,0.030154,90.0000,85.8115,0.747294,0.622160,1.369454
0.175000,60.6763,64.7840,-4.1077,34.6126,39.9641,-5.3515,-0.163958,-0.011589,1.487996,0.660563,90.0000,43.6494,9.846370,-0.871025,8.975346
0.179167,58.2859,61.8776,-3.5916,32.3282,41.1441,-8.8159,-0.151741,-0.010824,2.501478,0.664821,90.0000,72.5253,4.574034,0.387513,4.961547
0.183333,55.7359,60.3602,-4.6243,29.9551,37.2005,-7.2454,-0.141041,-0.010029,0.983202,0.135945,90.0000,85.4366,1.397540,1.002936,2.400477
0.187500,53.0330,59.5613,-6.5283,27.5000,31.2322,-3.7322,-0.130859,-0.009207,1.457149,0.204239,90.0000,84.5499,2.015165,0.920735,2.935899
0.191667,50.1848,56.3174,-6.1326,24.9695,31.1058,-6.1363,-0.116861,-0.008360,5.828629,2.328596,90.0000,58.1580,10.799995,-0.803413,9.996582
0.195833,47.1990,51.8827,-4.6836,22.3705,32.4823,-10.1118,-0.101038,-0.007490,5.674336,1.339534,90.0000,75.1230,5.095051,0.350391,5.445442
0.200000,44.0839,49.3478,-5.2639,19.7102,27.8733,-8.1631,-0.087423,-0.006599,2.290931,0.335271,90.0000,83.4956,2.050532,0.659924,2.710455
0.204167,40.8479,47.8102,-6.9623,16.9959,21.9050,-4.9090,-0.074707,-0.005690,2.270773,0.320638,90.0000,84.3784,2.028023,0.569045,2.597068
0.208333,37.5000,44.8015,-7.3015,14.2350,19.3346,-5.0995,-0.059962,-0.004766,6.082591,1.493244,90.0000,74.4334,5.217158,-0.248517,4.968640
0.212500,34.0493,40.3458,-6.2965,11.4351,18.9567,-7.5215,-0.043515,-0.003829,6.056170,1.062281,90.0000,80.4724,2.919318,0.159141,3.078459
0.216667,30.5052,36.6251,-6.1198,8.6039,14.3852,-5.7813,-0.027886,-0.002881,4.923566,0.695403,90.0000,84.5266,1.651082,0.282729,1.933810
0.220833,26.8776,32.6841,-5.8065,5.7491,9.5373,-3.7882,-0.012097,-0.001925,4.075014,0.572594,90.0000,85.3264,0.901357,0.100787,1.002143
0.225000,23.1763,27.7575,-4.5812,2.8785,7.4203,-4.5418,0.004325,-0.000964,3.603368,0.511713,90.0000,85.5862,-0.377593,0.009698,-0.367895
0.229167,19.4114,24.1407,-4.7293,-0.0000,3.1210,-3.1210,0.019509,0.000000,0.824477,0.228682,90.0000,88.7387,-1.029418,-0.000000,-1.029418
0.233333,15.5934,19.3965,-3.8032,-2.8785,2.8493,-5.7278,0.035157,0.000964,1.224459,0.236560,90.0000,87.8602,-3.227211,0.040460,-3.186751
0.237500,11.7326,18.4370,-6.7045,-5.7491,-2.0762,-3.6729,0.048606,0.001925,0.029298,0.016145,-90.0000,89.4058,0.498590,-0.164900,0.333689
0.241667,7.8396,16.3944,-8.5547,-8.6039,-0.9352,-7.6687,0.062648,0.002881,0.104934,0.036662,90.0000,88.8143,-3.814177,0.236014,-3.578162
0.245833,3.9252,13.6502,-9.7251,-11.4351,0.0469,-11.4821,0.076924,0.003829,0.004914,0.068709,90.0000,89.9764,-2.848063,-0.087534,-2.935597
0.250000,-0.0000,11.6431,-11.6431,-14.2350,-3.2729,-10.9622,0.090797,0.004766,0.385073,0.122628,90.0000,88.9309,-2.874592,-0.357964,-3.232556
0.254167,-3.9252,9.5944,-13.5196,-16.9959,-8.6880,-8.3079,0.104569,0.005690,1.423736,0.230640,90.0000,87.3645,-3.781933,-0.566454,-4.348387
0.258333,-7.8396,7.0616,-14.9012,-19.7102,-14.6563,-5.0539,0.118288,0.006599,3.457672,0.482655,90.0000,85.0006,-5.502136,-0.659924,-6.162060
0.262500,-11.7326,2.7993,-14.5319,-22.3705,-16.9576,-5.4129,0.131934,0.007490,7.132212,1.613938,90.0000,76.1083,-13.193427,0.475958,-12.717468
0.266667,-15.5934,-2.5149,-13.0785,-24.9695,-16.2994,-8.6701,0.144901,0.008360,7.057628,1.219929,90.0000,80.7496,-11.955689,-0.171917,-12.127606
0.270833,-19.4114,-7.3465,-12.0649,-27.5000,-19.1318,-8.3682,0.157032,0.009207,9.239387,1.584182,90.0000,80.8372,-12.630448,-0.576844,-13.207293
0.275000,-23.1763,-12.4207,-10.7556,-29.9551,-23.4893,-6.4659,0.168247,0.010029,13.632730,2.595014,90.0000,79.0901,-14.855623,-0.781948,-15.637572
0.279167,-26.8776,-18.1444,-8.7332,-32.3282,-28.1778,-4.1504,0.178218,0.010824,19.138135,4.209631,90.0000,76.5152,-17.724673,-0.839537,-18.564210
0.283333,-30.5052,-24.0997,-6.4055,-34.6126,-29.5527,-5.0599,0.186911,0.011589,9.867060,3.335939,90.0000,65.7313,-18.691078,0.733975,-17.957103
0.287500,-34.0493,-28.6180,-5.4312,-36.8022,-30.3924,-6.4097,0.195549,0.012322,5.708649,1.021680,90.0000,80.0730,-8.361343,-1.221693,-9.583036
0.291667,-37.5000,-31.7721,-5.7279,-38.8909,-35.8870,-3.0039,0.204553,0.013021,9.249349,2.198854,90.0000,74.9697,-12.138803,-0.963226,-13.102029
0.295833,-40.8479,-36.6668,-4.1811,-40.8730,-36.4940,-4.3790,0.211327,0.013685,9.640599,3.144309,90.0000,66.8999,-16.699543,0.036617,-16.662926
0.300000,-44.0839,-39.8540,-4.2299,-42.7430,-40.2509,-2.4921,0.218985,0.014311,5.524446,1.191315,90.0000,76.8473,-8.430129,-1.253769,-9.683898
0.304167,-47.1990,-43.4914,-3.7077,-44.4959,-42.1386,-2.3574,0.225518,0.014898,7.322727,2.666315,90.0000,62.7411,-15.657259,0.085390,-15.571869
0.308333,-50.1848,-46.7686,-3.4162,-46.1269,-43.9520,-2.1749,0.231772,0.015444,5.406581,1.721629,90.0000,67.6398,-11.479738,-0.445864,-11.925602
0.312500,-53.0330,-49.6069,-3.4262,-47.6314,-45.6329,-1.9985,0.237900,0.015948,4.111856,1.440863,90.0000,64.2975,-11.076325,-0.212464,-11.288789
0.316667,-55.7359,-51.6403,-4.0956,-49.0054,-48.3180,-0.6874,0.244419,0.016408,2.713258,0.772246,90.0000,70.8254,-7.174834,-0.686952,-7.861786
0.320833,-58.2859,-54.5713,-3.7147,-50.2450,-47.7912,-2.4538,0.249178,0.016823,2.734534,0.861840,90.0000,67.9508,-8.142939,-0.491031,-8.633969
0.325000,-60.6763,-56.7423,-3.9340,-51.3469,-50.2462,-1.1007,0.254293,0.017192,3.801871,1.220259,90.0000,67.3740,-9.616305,-0.631873,-10.248178
0.329167,-62.9003,-59.8767,-3.0236,-52.3081,-50.3541,-1.9540,0.257435,0.017513,3.737290,1.393527,90.0000,61.6372,-11.504829,-0.226887,-11.731716
0.333333,-64.9519,-62.1867,-2.7652,-53.1259,-52.9018,-0.2241,0.261045,0.017787,3.432015,0.968609,90.0000,71.0363,-8.011682,-0.988789,-9.000471
0.337500,-66.8255,-65.0851,-1.7404,-53.7981,-52.4579,-1.3402,0.263126,0.018012,2.010378,0.883889,90.0000,48.1276,-12.753545,0.479857,-12.273688
0.341667,-68.5159,-66.1037,-2.4122,-54.3229,-54.8292,0.5063,0.267293,0.018188,0.679148,0.144224,90.0000,77.1133,-2.818744,-0.748805,-3.567549
0.345833,-70.0185,-68.2343,-1.7843,-54.6987,-53.2488,-1.4499,0.269154,0.018314,0.656507,0.289363,90.0000,47.3875,-7.562056,0.285000,-7.277056
0.350000,-71.3292,-68.6868,-2.6424,-54.9246,-55.7603,0.8357,0.272868,0.018389,0.347885,0.056083,-90.0000,81.7412,1.597762,-1.210353,0.387409
0.354167,-72.4444,-71.2082,-1.2362,-55.0000,-52.0694,-2.9306,0.272775,0.018415,0.304789,0.122313,90.0000,31.3013,-10.046753,0.828195,-9.218558
0.358333,-73.3611,-71.8140,-1.5470,-54.9246,-53.9316,-0.9930,0.274919,0.018389,1.002507,0.279884,-90.0000,71.3103,4.457412,-1.751218,2.706194
0.362500,-74.0766,-73.2317,-0.8450,-54.6987,-53.6476,-1.0511,0.275131,0.018314,0.397977,0.170014,90.0000,36.6539,-8.921301,0.587463,-8.333838
0.366667,-74.5891,-73.6687,-0.9204,-54.3229,-56.0181,1.6952,0.276172,0.018188,1.153438,0.339887,-90.0000,69.8909,4.913488,-1.818798,3.094690
0.370833,-74.8972,-75.0109,0.1137,-53.7981,-53.7789,-0.0192,0.275114,0.018012,0.016822,0.006365,-90.0000,60.9210,0.804551,-0.228653,0.575898
0.375000,-75.0000,-74.6632,-0.3368,-53.1259,-54.3439,1.2180,0.276001,0.017787,-0.093830,0.040105,90.0000,-36.7368,-4.292486,0.815033,-3.477453
0.379167,-74.8972,-74.3193,-0.5779,-52.3081,-54.3267,2.0186,0.276193,0.017513,0.000363,0.001037,-90.0000,4.3968,6.493511,-0.846763,5.646748
0.383333,-74.5891,-75.2616,0.6725,-51.3469,-51.6979,0.3510,0.273688,0.017192,-0.019614,0.006150,90.0000,-14.2587,-8.385985,1.232922,-7.153063
0.387500,-74.0766,-74.2660,0.1894,-50.2450,-53.3055,3.0605,0.273524,0.016823,-0.029968,0.008772,-90.0000,-70.0771,0.806152,0.081426,0.887578
0.391667,-73.3611,-75.0670,1.7059,-49.0054,-50.0816,1.0762,0.269875,0.016408,-0.450434,0.182708,-90.0000,-56.9460,4.845460,-0.035782,4.809679
0.395833,-72.4444,-73.7323,1.2879,-47.6314,-50.3405,2.7091,0.268881,0.015948,-0.063633,0.013920,-90.0000,-88.3597,0.317962,0.791080,1.109043
0.400000,-71.3292,-72.9543,1.6251,-46.1269,-48.2159,2.0890,0.266348,0.015444,-0.934469,0.340935,-90.0000,-62.6275,5.964369,0.092120,6.056489
0.404167,-70.0185,-71.6128,1.5943,-44.4959,-47.2379,2.7420,0.264021,0.014898,-0.890997,0.312963,-90.0000,-64.1992,5.588529,0.117963,5.706492
0.408333,-68.5159,-71.1755,2.6596,-42.7430,-44.6314,1.8884,0.259653,0.014311,-0.063362,0.011825,-90.0000,-87.9580,0.374729,0.621222,0.995951
0.412500,-66.8255,-69.5331,2.7076,-40.8730,-45.1386,4.2656,0.256487,0.013685,-1.178703,0.520930,-90.0000,-46.9251,11.086212,-0.540466,10.545747
0.416667,-64.9519,-67.9382,2.9863,-38.8909,-43.8519,4.9610,0.252610,0.013021,-0.127151,0.038917,-90.0000,-88.9005,0.384057,1.126219,1.510277
0.420833,-62.9003,-67.3139,4.4136,-36.8022,-38.8624,2.0602,0.246665,0.012322,-2.340926,0.543681,-90.0000,-75.4314,6.753997,0.565604,7.319601
0.425000,-60.6763,-63.9765,3.3002,-34.6126,-40.0577,5.4451,0.244126,0.011589,-3.913104,1.466523,-90.0000,-61.4500,13.433083,-0.202101,13.230983
0.429167,-58.2859,-61.8035,3.5175,-32.3282,-37.4879,5.1597,0.239241,0.010824,-0.831798,0.115937,-90.0000,-85.9337,2.042960,1.082389,3.125349
0.433333,-55.7359,-60.0922,4.3564,-29.9551,-34.2254,4.2703,0.233110,0.010029,-4.236481,1.453710,-90.0000,-65.1521,13.637803,-0.214455,13.423348
0.437500,-53.0330,-57.2249,4.1918,-27.5000,-32.4834,4.9834,0.228009,0.009207,-3.081704,0.527595,-90.0000,-80.7872,6.482364,0.795237,7.277601
0.441667,-50.1848,-54.7295,4.5447,-24.9695,-28.7195,3.7500,0.221805,0.008360,-5.145285,1.257659,-90.0000,-74.4246,12.233793,0.177917,12.411710
0.445833,-47.1990,-51.4178,4.2188,-22.3705,-26.4466,4.0760,0.216076,0.007490,-5.597280,1.247446,-90.0000,-76.2777,12.447035,0.224098,12.671132
0.450000,-44.0839,-48.1807,4.0969,-19.7102,-23.6434,3.9332,0.209631,0.006599,-4.686250,0.923423,-90.0000,-78.5053,11.100724,0.254444,11.355167
0.454167,-40.8479,-45.1340,4.2860,-16.9959,-20.5796,3.5836,0.202365,0.005690,-3.959460,0.710067,-90.0000,-80.0956,10.359042,0.222045,10.581088
0.458333,-37.5000,-42.1739,4.6739,-14.2350,-17.5341,3.2990,0.194445,0.004766,-3.307679,0.544226,-90.0000,-81.5246,9.766235,0.179070,9.945306
0.462500,-34.0493,-38.6582,4.6089,-11.4351,-16.3445,4.9094,0.186562,0.003829,-3.317729,0.565582,-90.0000,-80.9718,10.389847,0.069930,10.459777
0.466667,-30.5052,-36.3957,5.8905,-8.6039,-12.3584,3.7545,0.176908,0.002881,-0.978025,0.145663,-90.0000,-86.8279,4.108723,0.248946,4.357669
0.470833,-26.8776,-33.0042,6.1266,-5.7491,-11.9578,6.2087,0.167868,0.001925,-2.540125,0.401425,-90.0000,-82.3340,10.190505,-0.009584,10.180921
0.475000,-23.1763,-29.8238,6.6476,-2.8785,-9.6316,6.7531,0.158139,0.000964,-2.102332,0.298090,-90.0000,-86.0461,7.699077,0.063241,7.762317
0.479167,-19.4114,-26.9649,7.5535,-0.0000,-4.3320,4.3320,0.147714,0.000000,-1.082663,0.259022,-90.0000,-88.5061,7.007315,0.000000,7.007315
0.483333,-15.5934,-22.3752,6.7819,2.8785,-3.6266,6.5051,0.138011,-0.000964,-1.383513,0.214544,-90.0000,-86.3734,13.801080,0.096375,13.897455
0.487500,-11.7326,-17.9433,6.2107,5.7491,-4.1492,9.8982,0.127536,-0.001925,-0.788913,0.191858,-90.0000,-88.5344,5.340304,-0.160846,5.179458
0.491667,-7.8396,-15.3232,7.4836,8.6039,1.6327,6.9712,0.115696,-0.002881,-0.380778,0.226576,-90.0000,-89.4484,5.241318,-0.288069,4.953248
0.495833,-3.9252,-11.8727,7.9475,11.4351,6.2904,5.1448,0.103883,-0.003829,-2.894124,0.422221,-90.0000,-86.2975,8.765327,-0.046558,8.718770
0.500000,-0.0000,-7.1383,7.1383,14.2350,9.1884,5.0467,0.091986,-0.004766,-4.414336,0.622338,-90.0000,-85.7622,7.042751,-0.332419,6.710332
0.504167,3.9252,-1.8282,5.7534,16.9959,11.5044,5.4915,0.079496,-0.005690,-6.535496,1.023982,-90.0000,-82.5004,7.949578,0.070776,8.020355
0.508333,7.8396,2.5281,5.3116,19.7102,14.7976,4.9127,0.066327,-0.006599,-2.330271,0.324318,-90.0000,-85.5686,2.359699,-0.659924,1.699776
0.512500,11.7326,5.9693,5.7633,22.3705,17.9557,4.4148,0.052861,-0.007490,-5.959355,1.180988,-90.0000,-78.4722,4.113000,0.048543,4.161543
0.516667,15.5934,9.6159,5.9774,24.9695,20.9381,4.0314,0.039116,-0.008360,-4.464285,0.710234,-90.0000,-82.0380,1.861801,-0.657623,1.204178
0.520833,19.4114,13.6186,5.7928,27.5000,23.4182,4.0818,0.025010,-0.009207,-8.484992,2.056311,-90.0000,-74.6442,2.123558,0.104242,2.227800
0.525000,23.1763,17.4237,5.7525,29.9551,26.3425,3.6127,0.010739,-0.010029,-3.549059,0.550141,-90.0000,-82.4435,0.357096,-1.002936,-0.645840
0.529167,26.8776,21.7569,5.1207,32.3282,26.6046,5.7236,-0.004022,-0.010824,-8.454906,2.711385,-90.0000,-67.5300,-0.387469,0.720823,0.333353
0.533333,30.5052,25.9464,4.5588,34.6126,27.4816,7.1310,-0.018927,-0.011589,-4.033217,0.647617,-90.0000,-81.8466,-0.671429,-1.158874,-1.830303
0.537500,34.0493,27.6167,6.4325,36.8022,33.4465,3.3557,-0.032028,-0.012322,-0.466705,0.076292,-90.0000,-87.4566,-0.178538,-1.232184,-1.410722
0.541667,37.5000,30.3901,7.1099,38.8909,33.7340,5.1568,-0.045774,-0.013021,-4.436838,1.860020,-90.0000,-54.6906,-3.817110,1.170354,-2.646756
0.545833,40.8479,34.8843,5.9637,40.8730,31.1306,9.7423,-0.060920,-0.013685,-6.515870,1.998653,-90.0000,-68.8324,-4.278907,0.207588,-4.071319
0.550000,44.0839,38.6095,5.4744,42.7430,32.7047,10.0383,-0.075376,-0.014311,-5.702972,1.159559,-90.0000,-77.9207,-3.359882,-1.119212,-4.479094
0.554167,47.1990,41.4236,5.7755,44.4959,37.8695,6.6265,-0.088749,-0.014898,-5.312570,1.030723,-90.0000,-78.7165,-3.235643,-1.489780,-4.725424
0.558333,50.1848,44.2449,5.9399,46.1269,43.7119,2.4150,-0.101864,-0.015444,-9.953251,2.471601,-90.0000,-74.0418,-5.514022,-1.481048,-6.995070
0.562500,53.0330,49.3063,3.7267,47.6314,44.8887,2.7427,-0.117380,-0.015948,-11.797894,4.776083,-90.0000,-57.1179,-11.660361,0.590921,-11.069439
0.566667,55.7359,53.5220,2.2138,49.0054,47.1798,1.8255,-0.131773,-0.016408,-7.435308,1.768143,-90.0000,-74.9424,-5.609209,-1.640761,-7.249970
0.570833,58.2859,55.4238,2.8622,50.2450,51.5639,-1.3189,-0.142828,-0.016823,-3.755041,1.129642,-90.0000,-69.3199,-4.946603,-0.803104,-5.749707
0.575000,60.6763,58.5600,2.1163,51.3469,50.6395,0.7074,-0.155098,-0.017192,-2.141790,0.944020,-90.0000,-47.5001,-8.125673,0.591800,-7.533873
0.579167,62.9003,60.1894,2.7109,52.3081,51.3113,0.9968,-0.164824,-0.017513,-0.779560,0.174290,-90.0000,-76.1562,-2.032090,-0.682335,-2.714425
0.583333,64.9519,61.8146,3.1374,53.1259,51.5774,1.5485,-0.174003,-0.017787,-0.736425,0.325335,-90.0000,-46.6046,-5.437207,0.367409,-5.069798
0.587500,66.8255,63.4818,3.3437,53.7981,52.3377,1.4604,-0.182681,-0.018012,-1.276135,0.283149,-90.0000,-76.3002,-2.824195,-0.922871,-3.747066
0.591667,68.5159,65.7150,2.8009,54.3229,52.7640,1.5588,-0.191613,-0.018188,-1.844352,0.815566,-90.0000,-46.0034,-9.517705,0.579023,-8.938681
0.595833,70.0185,67.9332,2.0853,54.6987,53.8014,0.8973,-0.199950,-0.018314,-1.690210,0.332865,-90.0000,-78.4450,-3.169341,-1.304057,-4.473398
0.600000,71.3292,70.2351,1.0942,54.9246,54.5719,0.3527,-0.207824,-0.018389,-1.586633,0.701580,-90.0000,-43.4515,-10.231188,0.620484,-9.610704
0.604167,72.4444,71.8114,0.6330,55.0000,54.8725,0.1275,-0.213975,-0.018415,-0.601289,0.262702,-90.0000,-49.4219,-5.269575,0.171823,-5.097752
0.608333,73.3611,72.4120,0.9490,54.9246,55.1358,-0.2112,-0.217974,-0.018389,-0.039502,0.006102,90.0000,-82.4589,0.413107,-0.420930,-0.007823
0.612500,74.0766,72.7383,1.3383,54.6987,54.7340,-0.0353,-0.220877,-0.018314,0.047286,0.014662,-90.0000,68.4351,-0.847718,0.374307,-0.473411
0.616667,74.5891,73.0951,1.4941,54.3229,54.9797,-0.6568,-0.223147,-0.018188,-0.241981,0.061450,-90.0000,-73.5408,-1.619488,-0.342790,-1.962278
0.620833,74.8972,74.3774,0.5198,53.7981,54.8874,-1.0892,-0.226172,-0.018012,-0.592796,0.144280,-90.0000,-74.4546,-2.484390,-0.567996,-3.052387
0.625000,75.0000,74.8767,0.1233,53.1259,55.2929,-2.1670,-0.227295,-0.017787,-0.000088,0.000219,90.0000,-4.5749,2.448540,-0.390767,2.057773
0.629167,74.8972,74.9729,-0.0757,52.3081,53.6554,-1.3473,-0.227101,-0.017513,0.101285,0.014162,90.0000,86.0381,0.504627,0.663924,1.168550
0.633333,74.5891,74.2564,0.3328,51.3469,52.9000,-1.5531,-0.224950,-0.017192,0.188217,0.077770,90.0000,33.4884,5.812133,-0.499087,5.313046
0.637500,74.0766,74.6073,-0.5306,50.2450,50.5648,-0.3198,-0.223779,-0.016823,0.099853,0.044206,-90.0000,43.9583,-2.863453,0.701348,-2.162105
0.641667,73.3611,74.3166,-0.9555,49.0054,51.7195,-2.7142,-0.220926,-0.016408,-0.130544,0.027234,90.0000,-77.4362,1.048469,-0.605609,0.442860
0.645833,72.4444,73.9965,-1.5520,47.6314,52.2320,-4.6006,-0.217354,-0.015948,0.108024,0.032592,90.0000,69.2359,1.268663,0.131201,1.399864
0.650000,71.3292,73.4858,-2.1566,46.1269,50.4523,-4.3254,-0.212822,-0.015444,0.635200,0.122991,90.0000,78.7364,2.133819,0.664858,2.798677
0.654167,70.0185,72.6972,-2.6786,44.4959,46.7897,-2.2938,-0.207206,-0.014898,1.471979,0.257986,90.0000,80.3866,3.069273,1.085951,4.155224
0.658333,68.5159,70.3174,-1.8015,42.7430,45.8151,-3.0721,-0.198516,-0.014311,2.982571,1.259544,90.0000,53.8006,10.805005,-0.418427,10.386578
0.662500,66.8255,68.6523,-1.8268,40.8730,43.1572,-2.2843,-0.190325,-0.013685,0.991066,0.146915,90.0000,83.2114,2.051833,1.063509,3.115343
