t_s,shoulder_ref_deg,shoulder_act_deg,shoulder_err_deg,elbow_ref_deg,elbow_act_deg,elbow_err_deg,tau_shoulder_Nm,tau_elbow_Nm,lift_N,drag_N,alpha_humerus_deg,alpha_radius_deg,P_shoulder_W,P_elbow_W,P_total_W
3.612500,74.0766,74.7172,-0.6406,54.6987,54.6823,0.0164,-0.223950,-0.018314,-0.253568,0.095989,-90.0000,-60.8964,-2.515913,-0.093106,-2.609019
3.616667,74.5891,74.8305,-0.2414,54.3229,54.8527,-0.5299,-0.225845,-0.018188,0.000416,0.000162,90.0000,10.3431,1.564997,-0.213983,1.351014
3.620833,74.8972,74.0578,0.8394,53.7981,54.8344,-1.0363,-0.225674,-0.018012,0.337245,0.147762,90.0000,40.4270,5.709974,-0.365907,5.344067
3.625000,75.0000,74.3740,0.6260,53.1259,52.1903,0.9356,-0.226511,-0.017787,0.185716,0.077663,-90.0000,54.6132,-2.722920,0.817489,-1.905431
3.629167,74.8972,74.8452,0.0521,52.3081,51.6655,0.6426,-0.226901,-0.017513,-0.111972,0.029862,90.0000,-72.4272,1.218080,-0.570496,0.647584
3.633333,74.5891,75.0355,-0.4464,51.3469,53.8709,-2.5240,-0.226166,-0.017192,-0.681904,0.246810,-90.0000,-62.9552,-3.954444,-0.187605,-4.142049
3.637500,74.0766,74.8187,-0.7421,50.2450,55.0354,-4.7904,-0.224109,-0.016823,0.007660,0.003102,90.0000,32.0423,1.215585,-0.100228,1.115357
3.641667,73.3611,74.5924,-1.2313,49.0054,53.5919,-4.5865,-0.221356,-0.016408,0.352583,0.073134,-90.0000,77.5380,-1.676199,0.985312,-0.690886
3.645833,72.4444,74.7524,-2.3080,47.6314,49.1533,-1.5219,-0.218532,-0.015948,0.002109,0.031688,0.0000,89.9788,-0.005438,1.329447,1.324009
3.650000,71.3292,72.9547,-1.6254,46.1269,48.1126,-1.9857,-0.211999,-0.015444,1.942907,0.860534,90.0000,43.8694,12.453624,-0.836013,11.617611
3.654167,70.0185,71.2220,-1.2034,44.4959,46.2951,-1.7991,-0.204936,-0.014898,0.219325,0.049714,90.0000,88.4325,0.468374,1.399279,1.867652
3.658333,68.5159,70.5818,-2.0659,42.7430,44.3523,-1.6092,-0.198919,-0.014311,0.657018,0.280007,90.0000,52.9219,5.357530,-0.252979,5.104551
3.662500,66.8255,69.6311,-2.8056,40.8730,43.7745,-2.9015,-0.191805,-0.013685,0.580717,0.141470,-90.0000,74.4479,-2.466345,1.099679,-1.366667
3.666667,64.9519,68.4093,-3.4574,38.8909,43.4072,-4.5163,-0.183677,-0.013021,0.635309,0.267748,90.0000,34.7884,9.550547,-0.953027,8.597520
3.670833,62.9003,65.8826,-2.9823,36.8022,44.7170,-7.9148,-0.173030,-0.012322,1.804028,0.511093,90.0000,70.9512,4.377302,0.365257,4.742559
3.675000,60.6763,64.5986,-3.9223,34.6126,41.0816,-6.4690,-0.163687,-0.011589,0.730797,0.102956,90.0000,86.2018,1.172208,1.158874,2.331083
3.679167,58.2859,63.6340,-5.3480,32.3282,35.9742,-3.6460,-0.154267,-0.010824,3.037018,0.723571,90.0000,74.9249,5.244056,0.457858,5.701914
3.683333,55.7359,60.6428,-4.9069,29.9551,34.8896,-4.9344,-0.141439,-0.010029,6.058357,2.275328,90.0000,61.3959,10.913189,-0.484268,10.428921
3.687500,53.0330,56.8191,-3.7860,27.5000,34.2830,-6.7830,-0.127089,-0.009207,5.365390,1.147304,90.0000,77.0149,5.490401,0.654386,6.144787
3.691667,50.1848,55.2835,-5.0987,24.9695,28.7585,-3.7890,-0.115477,-0.008360,0.176288,0.043138,-90.0000,88.5737,-0.339099,0.836010,0.496911
3.695833,47.1990,52.9626,-5.7636,22.3705,28.8700,-6.4995,-0.102423,-0.007490,3.233649,1.338015,90.0000,55.8826,8.085077,-0.748993,7.336084
3.700000,44.0839,49.3347,-5.2508,19.7102,30.4867,-10.7765,-0.087407,-0.006599,3.131341,0.670517,90.0000,77.0019,3.204676,0.287045,3.491721
3.704167,40.8479,47.2125,-6.3645,16.9959,26.3059,-9.3100,-0.073994,-0.005690,3.462503,0.560639,90.0000,81.7139,2.554277,0.493538,3.047815
3.708333,37.5000,45.1177,-7.6177,14.2350,20.4197,-6.1847,-0.060324,-0.004766,3.102349,0.446050,90.0000,83.9271,2.129514,0.476607,2.606122
3.712500,34.0493,42.4838,-8.4345,11.4351,15.6142,-4.1791,-0.045804,-0.003829,4.593065,0.763991,90.0000,81.3822,3.061293,0.084493,3.145785
3.716667,30.5052,38.4036,-7.8984,8.6039,13.2720,-4.6681,-0.029638,-0.002881,5.859954,0.960507,90.0000,81.6825,2.574466,-0.005766,2.568700
3.720833,26.8776,33.7780,-6.9004,5.7491,10.5008,-4.7517,-0.013067,-0.001925,4.586689,0.642487,90.0000,85.3501,0.936661,0.145938,1.082599
3.725000,23.1763,28.6916,-5.5153,2.8785,7.5112,-4.6327,0.003610,-0.000964,4.568841,0.648727,90.0000,85.3265,-0.360983,-0.000553,-0.361536
3.729167,19.4114,24.1057,-4.6943,-0.0000,3.8717,-3.8717,0.019532,0.000000,1.297643,0.302884,90.0000,88.4494,-1.156155,-0.000000,-1.156155
3.733333,15.5934,18.9450,-3.3516,-2.8785,3.0470,-5.9255,0.035397,0.000964,1.607861,0.305480,90.0000,87.8258,-3.509901,0.032774,-3.477127
3.737500,11.7326,17.5226,-5.7901,-5.7491,-1.9895,-3.7595,0.049062,0.001925,0.008336,0.029070,-90.0000,89.9087,0.109831,-0.164899,-0.055068
3.741667,7.8396,15.0206,-7.1810,-8.6039,-0.8898,-7.7141,0.063250,0.002881,0.141959,0.055627,90.0000,88.9989,-4.325151,0.232821,-4.092330
3.745833,3.9252,11.8426,-7.9174,-11.4351,0.0010,-11.4361,0.077570,0.003829,0.000144,0.094317,90.0000,89.9995,-3.424945,-0.094384,-3.519329
3.750000,-0.0000,9.4173,-9.4173,-14.2350,-3.4327,-10.8024,0.091455,0.004766,0.555356,0.158565,90.0000,88.7874,-3.531234,-0.367177,-3.898411
3.754167,-3.9252,6.9519,-10.8771,-16.9959,-8.9330,-8.0630,0.105184,0.005690,1.916927,0.295071,90.0000,87.0502,-4.544582,-0.569045,-5.113627
3.758333,-7.8396,3.9963,-11.8359,-19.7102,-14.9013,-4.8090,0.118766,0.006599,4.385897,0.617874,90.0000,84.5921,-6.372523,-0.659924,-7.032447
3.762500,-11.7326,-0.5903,-11.1423,-22.3705,-17.1991,-5.1714,0.132040,0.007490,7.204123,1.647641,90.0000,75.8988,-13.203997,0.477133,-12.726864
3.766667,-15.5934,-5.9079,-9.6855,-24.9695,-16.5218,-8.4477,0.144498,0.008360,7.143081,1.245453,90.0000,80.6059,-11.935528,-0.168453,-12.103982
3.770833,-19.4114,-10.7454,-8.6660,-27.5000,-19.3283,-8.1717,0.156167,0.009207,9.325604,1.609872,90.0000,80.7252,-12.577255,-0.572774,-13.150029
3.775000,-23.1763,-15.8256,-7.3507,-29.9551,-23.6608,-6.2944,0.166903,0.010029,13.717359,2.626133,90.0000,78.9930,-14.753222,-0.777889,-15.531110
3.779167,-26.8776,-21.2016,-5.6760,-32.3282,-28.6670,-3.6612,0.176553,0.010824,13.357017,2.676609,90.0000,78.1882,-13.396435,-1.082389,-14.478824
3.783333,-30.5052,-26.8771,-3.6281,-34.6126,-30.1547,-4.4579,0.184977,0.011589,12.942473,3.893219,90.0000,69.3986,-18.497715,0.264419,-18.233296
3.787500,-34.0493,-29.6961,-4.3531,-36.8022,-34.9148,-1.8874,0.194699,0.012322,3.553311,0.637976,90.0000,80.0094,-5.825708,-1.096815,-6.922523
3.791667,-37.5000,-33.2078,-4.2922,-38.8909,-34.7305,-4.1604,0.203306,0.013021,4.415161,1.594781,90.0000,63.1356,-12.753181,0.411999,-12.341181
3.795833,-40.8479,-34.8543,-5.9936,-40.8730,-37.9446,-2.9284,0.213041,0.013685,0.397584,0.056513,-90.0000,86.3561,1.177642,-1.368479,-0.190837
3.800000,-44.0839,-36.8114,-7.2725,-42.7430,-38.6740,-4.0690,0.222037,0.014311,2.471765,1.087504,90.0000,48.6272,-14.893629,1.071835,-13.821794
3.804167,-47.1990,-40.4810,-6.7180,-44.4959,-36.6299,-7.8660,0.228775,0.014898,4.812386,1.631198,90.0000,65.5796,-13.270189,0.140798,-13.129392
3.808333,-50.1848,-43.8960,-6.2888,-46.1269,-37.6873,-8.4396,0.235077,0.015444,6.875310,1.956497,90.0000,70.8554,-13.405454,-0.516761,-13.922216
3.812500,-53.0330,-47.5234,-5.5096,-47.6314,-40.5886,-7.0428,0.240427,0.015948,9.910754,2.775006,90.0000,71.2597,-15.253881,-0.906038,-16.159919
3.816667,-55.7359,-51.4483,-4.2875,-49.0054,-44.8671,-4.1382,0.244663,0.016408,10.802438,2.725470,90.0000,73.6953,-13.692960,-1.640761,-15.333722
3.820833,-58.2859,-55.4565,-2.8294,-50.2450,-49.6717,-0.5733,0.248004,0.016823,12.607008,4.214069,90.0000,66.0215,-17.973336,-0.909158,-18.882494
3.825000,-60.6763,-61.0081,0.3318,-51.3469,-48.5686,-2.7783,0.248385,0.017192,9.310633,3.957833,90.0000,53.1236,-23.333303,0.722521,-22.610782
3.829167,-62.9003,-64.1451,1.2448,-52.3081,-51.7220,-0.5861,0.251338,0.017513,5.716335,1.517417,90.0000,72.5364,-9.595352,-1.383678,-10.979030
3.833333,-64.9519,-66.6008,1.6489,-53.1259,-54.1280,1.0021,0.254606,0.017787,3.557032,1.343947,90.0000,60.9924,-10.756107,-0.325026,-11.081133
3.837500,-66.8255,-68.9786,2.1531,-53.7981,-53.7090,-0.0892,0.257326,0.018012,1.169247,0.516320,90.0000,46.6682,-9.826945,0.392406,-9.434539
3.841667,-68.5159,-70.2950,1.7791,-54.3229,-53.4779,-0.8450,0.260998,0.018188,0.010287,0.009667,0.0000,89.6594,-0.054140,-0.827221,-0.881361
3.845833,-70.0185,-70.2929,0.2743,-54.6987,-54.3995,-0.2992,0.266039,0.018314,-0.186557,0.082133,90.0000,-47.6948,-3.886172,0.913454,-2.972718
3.850000,-71.3292,-69.5014,-1.8278,-54.9246,-54.8125,-0.1122,0.271637,0.018389,-0.003952,0.003308,-90.0000,-6.9261,10.597514,-1.277402,9.320111
3.854167,-72.4444,-69.5832,-2.8612,-55.0000,-53.2611,-1.7389,0.275252,0.018415,-0.196891,0.087148,90.0000,-44.7361,-4.637507,1.017055,-3.620452
3.858333,-73.3611,-70.5866,-2.7744,-54.9246,-51.7859,-3.1387,0.276799,0.018389,0.297761,0.127841,90.0000,51.9932,-4.597845,0.112118,-4.485727
3.862500,-74.0766,-71.7033,-2.3733,-54.6987,-52.8189,-1.8798,0.277489,0.018314,1.348071,0.399241,90.0000,69.7565,-5.579817,-0.569421,-6.149238
3.866667,-74.5891,-73.1920,-1.3972,-54.3229,-55.6318,1.3089,0.276911,0.018188,3.082495,0.871377,90.0000,70.9918,-7.794681,-1.022479,-8.817160
3.870833,-74.8972,-75.1342,0.2370,-53.7981,-55.7288,1.9306,0.274921,0.018012,0.354855,0.144440,-90.0000,32.4197,9.888254,-1.801229,8.087025
3.875000,-75.0000,-74.5387,-0.4613,-53.1259,-52.8882,-0.2378,0.276195,0.017787,-1.380702,0.402381,-90.0000,-70.1947,5.533672,0.583098,6.116771
3.879167,-74.8972,-73.4813,-1.4159,-52.3081,-52.4184,0.1103,0.277495,0.017513,-0.264788,0.115293,-90.0000,-50.0564,4.584821,-0.130053,4.454768
3.883333,-74.5891,-72.9375,-1.6516,-51.3469,-53.3411,1.9942,0.277305,0.017192,0.000011,0.000036,90.0000,4.2602,-1.216464,0.141720,-1.074744
3.887500,-74.0766,-74.9309,0.8543,-50.2450,-49.2125,-1.0325,0.272487,0.016823,0.029776,0.009508,90.0000,14.3388,-10.573298,1.143825,-9.429473
3.891667,-73.3611,-74.1153,0.7543,-49.0054,-52.5271,3.5217,0.271359,0.016408,0.576856,0.254834,-90.0000,42.7103,8.494942,-1.640761,6.854181
3.895833,-72.4444,-73.9981,1.5536,-47.6314,-53.4474,5.8161,0.268468,0.015948,-0.000113,0.001173,90.0000,-2.8522,-6.827655,0.827395,-6.000260
3.900000,-71.3292,-75.1840,3.8548,-46.1269,-49.5157,3.3888,0.262879,0.015444,-0.538122,0.196810,90.0000,-62.5163,-4.394315,1.150081,-3.244234
3.904167,-70.0185,-74.3863,4.3677,-44.4959,-46.9913,2.4954,0.259730,0.014898,-1.323140,0.287848,-90.0000,-76.6754,4.356013,0.733591,5.089604
3.908333,-68.5159,-72.4193,3.9034,-42.7430,-45.4213,2.6783,0.257741,0.014311,-3.248643,1.368074,-90.0000,-54.0639,14.619738,-0.438768,14.180970
3.912500,-66.8255,-69.4830,2.6575,-40.8730,-44.5997,3.7267,0.256563,0.013685,-3.864246,0.957259,-90.0000,-74.0922,8.500225,0.846150,9.346375
3.916667,-64.9519,-67.4807,2.5288,-38.8909,-40.5410,1.6502,0.253295,0.013021,-3.491437,0.831833,-90.0000,-74.9143,8.346804,0.730453,9.077257
3.920833,-62.9003,-64.3241,1.4238,-36.8022,-41.2674,4.4652,0.251077,0.012322,-2.922055,1.185982,-90.0000,-56.9801,13.337266,-0.372591,12.964676
3.925000,-60.6763,-64.0676,3.3913,-34.6126,-36.9774,2.3648,0.243993,0.011589,-0.612087,0.133190,90.0000,-76.6865,-3.381980,1.038743,-2.343237
3.929167,-58.2859,-62.6636,4.3776,-32.3282,-36.7637,4.4355,0.238009,0.010824,-0.991496,0.437447,-90.0000,-40.4932,14.067923,-0.943416,13.124508
3.933333,-55.7359,-59.9148,4.1789,-29.9551,-38.3957,8.4405,0.233359,0.010029,-1.849615,0.464617,-90.0000,-73.8041,6.113381,0.319670,6.433051
3.937500,-53.0330,-58.3310,5.2980,-27.5000,-35.0443,7.5443,0.226495,0.009207,-2.622934,0.487316,-90.0000,-79.4473,5.979068,0.657256,6.636324
3.941667,-50.1848,-56.6904,6.5056,-24.9695,-29.6513,4.6818,0.219184,0.008360,-3.034259,0.472700,-90.0000,-82.3459,6.085442,0.836010,6.921452
3.945833,-47.1990,-53.7962,6.5972,-22.3705,-26.7057,4.3352,0.213019,0.007490,-7.135524,2.099387,-90.0000,-70.0415,17.305362,-0.265753,17.039609
3.950000,-44.0839,-49.5056,5.4217,-19.7102,-25.8029,6.0926,0.208017,0.006599,-7.691625,1.619565,-90.0000,-77.3298,13.731183,0.302781,14.033964
3.954167,-40.8479,-46.1932,5.3453,-16.9959,-21.0575,4.0615,0.201139,0.005690,-3.001329,0.432353,-90.0000,-83.8766,6.810676,0.569045,7.379722
3.958333,-37.5000,-42.3658,4.8658,-14.2350,-19.7569,5.5219,0.194236,0.004766,-5.370184,1.062965,-90.0000,-78.4662,13.087660,0.054772,13.142432
3.962500,-34.0493,-39.8876,5.8383,-11.4351,-15.7094,4.2742,0.185303,0.003829,-0.195830,0.060824,-90.0000,-88.9177,0.887556,0.382863,1.270419
3.966667,-30.5052,-37.5882,7.0830,-8.6039,-14.4592,5.8553,0.175747,0.002881,-3.053469,0.745673,-90.0000,-74.6836,14.226997,-0.254807,13.972190
3.970833,-26.8776,-33.6782,6.8006,-5.7491,-15.7057,9.9566,0.167268,0.001925,-3.294922,0.548481,-90.0000,-81.3680,9.423184,0.037152,9.460335
3.975000,-23.1763,-30.6202,7.4439,-2.8785,-12.3362,9.4577,0.157490,0.000964,-2.788953,0.389236,-90.0000,-85.2970,7.552736,0.076307,7.629043
3.979167,-19.4114,-27.7582,8.3468,0.0000,-6.6007,6.6007,0.147124,-0.000000,-1.672894,0.294424,-90.0000,-87.7130,7.058122,-0.000000,7.058122
3.983333,-15.5934,-24.2602,8.6668,2.8785,-1.9294,4.8079,0.136804,-0.000964,-0.895978,0.280067,-90.0000,-88.8690,11.522689,-0.012598,11.510091
3.987500,-11.7326,-19.2388,7.5062,5.7491,0.1046,5.6445,0.126868,-0.001925,-0.064456,0.332573,-90.0000,-89.9348,12.686764,0.002131,12.688895
3.991667,-7.8396,-14.1998,6.3602,8.6039,3.1806,5.4233,0.116159,-0.002881,-1.097882,0.318268,-90.0000,-88.8053,6.754773,-0.288069,6.466704
3.995833,-3.9252,-9.4748,5.5496,11.4351,6.1636,5.2716,0.104601,-0.003829,-3.595261,0.519243,-90.0000,-85.9840,10.460135,0.047639,10.507775
4.000000,0.0000,-5.2467,5.2467,14.2350,9.5845,4.6505,0.092316,-0.004766,-1.273133,0.203936,-90.0000,-87.3129,2.892421,-0.476607,2.415813
4.004167,3.9252,-2.0574,5.9826,16.9959,12.6316,4.3643,0.079483,-0.005690,-3.900961,0.639141,-90.0000,-81.7125,5.902392,0.059197,5.961590
4.008333,7.8396,1.2469,6.5927,19.7102,15.7488,3.9614,0.066396,-0.006599,-2.773334,0.390750,-90.0000,-84.5589,2.692429,-0.558731,2.133698
4.012500,11.7326,5.6654,6.0671,22.3705,16.1166,6.2539,0.052911,-0.007490,-6.460575,1.416357,-90.0000,-76.7236,5.154678,0.472043,5.626722
4.016667,15.5934,9.6324,5.9610,24.9695,17.5565,7.4130,0.039112,-0.008360,-1.828049,0.253810,-90.0000,-85.5074,1.050793,-0.836010,0.214783
4.020833,19.4114,11.7102,7.7013,27.5000,23.5248,3.9752,0.025687,-0.009207,-4.206076,0.647864,-90.0000,-82.5676,1.024838,-0.920735,0.104103
4.025000,23.1763,16.0864,7.0899,29.9551,24.3691,5.5861,0.011363,-0.010029,-7.563071,2.455010,-90.0000,-67.1782,1.136258,0.888686,2.024944
4.029167,26.8776,21.0257,5.8519,32.3282,23.0309,9.2973,-0.003591,-0.010824,-5.630477,1.061092,-90.0000,-79.2602,-0.205801,-0.539308,-0.745109
4.033333,30.5052,24.2783,6.2270,34.6126,27.3193,7.2933,-0.017781,-0.011589,-4.585055,0.751881,-90.0000,-81.5021,-0.691203,-1.158874,-1.850077
4.037500,34.0493,27.1771,6.8722,36.8022,33.2281,3.5741,-0.031700,-0.012322,-8.767892,1.794054,-90.0000,-77.8081,-1.736580,-1.202421,-2.939001
4.041667,37.5000,32.2004,5.2996,38.8909,34.7108,4.1801,-0.047295,-0.013021,-12.484275,4.313641,-90.0000,-64.8917,-4.729519,0.464487,-4.265032
4.045833,40.8479,37.0523,3.7957,40.8730,36.2750,4.5980,-0.062980,-0.013685,-8.870122,1.909096,-90.0000,-76.8908,-3.348700,-1.337551,-4.686251
4.050000,44.0839,39.9074,4.1765,42.7430,41.2729,1.4701,-0.076705,-0.014311,-6.420799,1.692519,-90.0000,-72.7161,-3.669555,-0.848394,-4.517949
4.054167,47.1990,43.8810,3.3180,44.4959,41.0002,3.4957,-0.091443,-0.014898,-5.486231,1.784193,-90.0000,-66.9739,-4.930023,-0.233699,-5.163722
4.058333,50.1848,45.7651,4.4197,46.1269,45.1906,0.9362,-0.103603,-0.015444,-2.132676,0.369930,-90.0000,-80.5561,-1.879654,-1.352273,-3.231927
4.062500,53.0330,49.1041,3.9290,47.6314,44.1978,3.4336,-0.117132,-0.015948,-3.009892,1.310824,-90.0000,-50.2194,-7.378229,0.806685,-6.571545
4.066667,55.7359,51.8547,3.8811,49.0054,44.7584,4.2470,-0.129628,-0.016408,-2.234029,0.432311,-90.0000,-78.7513,-2.667313,-1.225943,-3.893256
4.070833,58.2859,53.5313,4.7546,50.2450,49.3399,0.9051,-0.140336,-0.016823,-3.956559,1.015339,-90.0000,-73.3134,-4.483734,-1.115213,-5.598946
4.075000,60.6763,57.7546,2.9216,51.3469,47.4670,3.8800,-0.153991,-0.017192,-5.135878,2.201391,-90.0000,-52.2466,-11.236709,0.688787,-10.547922
4.079167,62.9003,60.4131,2.4872,52.3081,49.6840,2.6242,-0.165138,-0.017513,-2.272963,0.380586,-90.0000,-81.1251,-2.783916,-1.751342,-4.535257
4.083333,64.9519,61.1453,3.8067,53.1259,54.9166,-1.7907,-0.173051,-0.017787,-1.030407,0.177530,-90.0000,-80.6591,-1.880921,-1.198704,-3.079625
4.087500,66.8255,64.1295,2.6960,53.7981,53.0410,0.7571,-0.183621,-0.018012,-0.978332,0.396287,-90.0000,-31.9855,-11.575115,1.325373,-10.249741
4.091667,68.5159,66.2137,2.3022,54.3229,53.3634,0.9594,-0.192350,-0.018188,-0.690125,0.100567,-90.0000,-83.5435,-1.437190,-1.308218,-2.745408
4.095833,70.0185,68.1747,1.8438,54.6987,54.4315,0.2672,-0.200313,-0.018314,-1.770845,0.781577,-90.0000,-46.8453,-9.272641,0.451144,-8.821497
4.100000,71.3292,70.3321,0.9971,54.9246,54.3408,0.5838,-0.207972,-0.018389,-0.912777,0.165743,-90.0000,-79.8040,-2.246400,-1.080234,-3.326634
4.104167,72.4444,71.5643,0.8801,55.0000,54.1340,0.8660,-0.213596,-0.018415,-0.161432,0.070129,-90.0000,-38.8650,-4.007735,0.307528,-3.700206
4.108333,73.3611,71.6024,1.7586,54.9246,54.6519,0.2727,-0.216728,-0.018389,0.089557,0.032554,-90.0000,62.7684,-1.367638,0.526871,-0.840767
4.112500,74.0766,72.0801,1.9965,54.6987,54.4848,0.2139,-0.219861,-0.018314,-0.257406,0.079760,-90.0000,-68.4552,-1.973580,-0.233930,-2.207509
4.116667,74.5891,73.5039,1.0852,54.3229,54.2929,0.0299,-0.223781,-0.018188,-0.499189,0.201750,-90.0000,-31.8667,-9.972007,0.915077,-9.056930
4.120833,74.8972,74.6118,0.2854,53.7981,55.7064,-1.9083,-0.226537,-0.018012,-0.567850,0.088703,90.0000,-82.2681,1.637985,-1.547123,0.090861
4.125000,75.0000,74.9789,0.0211,53.1259,54.1857,-1.0598,-0.227455,-0.017787,0.026480,0.006623,90.0000,88.6112,0.151548,0.625463,0.777011
4.129167,74.8972,74.1209,0.7763,52.3081,53.9569,-1.6488,-0.225772,-0.017513,0.089705,0.036940,90.0000,33.2508,4.015584,-0.341186,3.674398
4.133333,74.5891,74.8862,-0.2971,51.3469,51.2403,0.1066,-0.225932,-0.017192,0.014394,0.004497,-90.0000,17.5569,-4.367430,0.806942,-3.560488
4.137500,74.0766,74.2271,-0.1505,50.2450,53.4331,-3.1881,-0.223186,-0.016823,-0.352671,0.154101,90.0000,-39.8279,6.014612,-1.392229,4.622382
4.141667,73.3611,75.0684,-1.7074,49.0054,52.1903,-3.1850,-0.222099,-0.016408,0.012216,0.003998,-90.0000,12.8254,-6.253757,1.061429,-5.192329
4.145833,72.4444,74.6220,-2.1776,47.6314,50.6986,-3.0672,-0.218329,-0.015948,0.600036,0.139122,90.0000,75.4483,2.452454,0.509039,2.961493
4.150000,71.3292,73.5313,-2.2020,46.1269,48.3910,-2.2642,-0.212892,-0.015444,2.060085,0.733562,90.0000,63.6501,6.842439,0.190370,7.032809
4.154167,70.0185,71.2313,-1.2127,44.4959,47.5410,-3.0451,-0.204951,-0.014898,2.859687,1.114767,90.0000,59.3918,8.949850,-0.041620,8.908230
4.158333,68.5159,70.6755,-2.1596,42.7430,43.2736,-0.5306,-0.199062,-0.014311,0.149651,0.032057,90.0000,88.3143,0.411016,1.061485,1.472501
4.162500,66.8255,68.4035,-1.5780,40.8730,44.7980,-3.9250,-0.189950,-0.013685,0.631384,0.273337,90.0000,37.9143,8.420570,-0.766268,7.654302
4.166667,64.9519,68.6255,-3.6736,38.8909,41.2724,-2.3816,-0.184002,-0.013021,0.699474,0.280454,-90.0000,57.7771,-4.667242,1.302116,-3.365127
4.170833,62.9003,67.9819,-5.0816,36.8022,40.4132,-3.6110,-0.176155,-0.012322,0.298569,0.120608,90.0000,31.0908,7.893040,-0.886795,7.006245
4.175000,60.6763,65.6240,-4.9477,34.6126,42.1507,-7.5381,-0.165192,-0.011589,1.993860,0.730321,90.0000,62.4818,6.030537,-0.044550,5.985987
4.179167,58.2859,63.5117,-5.2258,32.3282,40.5995,-8.2713,-0.154090,-0.010824,3.362660,0.867409,90.0000,73.2118,5.310530,0.480189,5.790720
4.183333,55.7359,61.4459,-5.7100,29.9551,36.5187,-6.5636,-0.142576,-0.010029,4.289907,0.846927,90.0000,78.4221,4.887677,0.838266,5.725944
4.187500,53.0330,59.0308,-5.9978,27.5000,31.5640,-4.0640,-0.130121,-0.009207,6.712738,1.626433,90.0000,74.5939,7.476005,0.377780,7.853785
4.191667,50.1848,54.7271,-4.5423,24.9695,30.3846,-5.4151,-0.114740,-0.008360,10.962629,3.601341,90.0000,66.7068,11.438351,-0.407655,11.030696
4.195833,47.1990,50.4625,-3.2635,22.3705,28.3773,-6.0068,-0.099248,-0.007490,4.204209,0.687703,90.0000,81.5390,3.559237,0.748993,4.308230
4.200000,44.0839,49.9855,-5.9016,19.7102,22.6997,-2.9895,-0.088210,-0.006599,0.233162,0.032439,-90.0000,85.7998,-0.639364,0.531339,-0.108025
4.204167,40.8479,47.7708,-6.9228,16.9959,23.6679,-6.6720,-0.074660,-0.005690,3.358914,1.245124,90.0000,62.2122,5.962464,-0.569045,5.393419
4.208333,37.5000,43.8494,-6.3494,14.2350,25.7485,-11.5134,-0.058886,-0.004766,4.528933,1.113069,90.0000,74.3300,3.382803,0.016487,3.399290
4.212500,34.0493,40.7390,-6.6897,11.4351,23.2348,-11.7996,-0.043929,-0.003829,4.703096,0.821125,90.0000,80.5080,2.134262,0.252471,2.386734
4.216667,30.5052,37.9409,-7.4357,8.6039,17.8528,-9.2490,-0.029176,-0.002881,4.021424,0.577872,90.0000,83.9745,1.329143,0.288069,1.617212
4.220833,26.8776,35.1673,-8.2897,5.7491,11.8845,-6.1355,-0.014339,-0.001925,2.894055,0.406696,90.0000,85.9174,0.676348,0.192486,0.868834
4.225000,23.1763,31.7891,-8.6128,2.8785,7.1727,-4.2942,0.001086,-0.000964,3.095287,0.441695,90.0000,85.8536,-0.088071,0.015221,-0.072851
4.229167,19.4114,26.9206,-7.5092,-0.0000,5.0973,-5.0973,0.017570,0.000000,3.029066,0.461292,90.0000,86.7288,-1.757030,0.000000,-1.757030
4.233333,15.5934,21.9892,-6.3959,-2.8785,2.1787,-5.0572,0.033675,0.000964,0.691947,0.288634,90.0000,89.1987,-1.857859,-0.096375,-1.954234
4.237500,11.7326,17.5101,-5.7776,-5.7491,-0.8239,-4.9252,0.049069,0.001925,0.443244,0.283297,90.0000,89.4645,-4.682563,0.021818,-4.660746
4.241667,7.8396,13.3253,-5.4857,-8.6039,-4.3303,-4.2736,0.063922,0.002881,0.997255,0.243180,90.0000,88.5419,-2.876339,-0.288069,-3.164409
4.245833,3.9252,9.3475,-5.4223,-11.4351,-6.8367,-4.5984,0.078312,0.003829,2.530020,0.361267,90.0000,85.7097,-6.127074,0.008447,-6.118627
4.250000,-0.0000,5.8563,-5.8563,-14.2350,-10.2807,-3.9543,0.092221,0.004766,2.047465,0.294341,90.0000,86.3705,-3.977782,-0.409915,-4.387696
4.254167,-3.9252,1.4848,-5.4100,-16.9959,-10.3915,-6.6045,0.105835,0.005690,2.943398,0.447157,90.0000,83.1054,-7.516694,0.068124,-7.448570
4.258333,-7.8396,-1.1270,-6.7126,-19.7102,-13.7523,-5.9579,0.118974,0.006599,0.218557,0.064559,90.0000,88.8545,-0.705435,-0.659924,-1.365359
4.262500,-11.7326,-2.3391,-9.3935,-22.3705,-18.5095,-3.8610,0.131968,0.007490,2.595007,0.467400,90.0000,80.0492,-6.070746,-0.141021,-6.211767
4.266667,-15.5934,-5.3998,-10.1936,-24.9695,-20.1208,-4.8487,0.144579,0.008360,5.078685,1.137751,90.0000,76.2403,-10.287021,0.141424,-10.145597
4.270833,-19.4114,-9.3406,-10.0708,-27.5000,-21.3439,-6.1561,0.156564,0.009207,6.038218,1.126484,90.0000,79.4418,-9.895987,-0.390634,-10.286621
