t_s,P_rigid_W,P_membrane_W,lift_rigid_N,lift_membrane_N,drag_rigid_N,drag_membrane_N,elastic_energy_J,effective_alpha_deg
2.3917,2.155553,-10.890455,-0.310956,-0.028593,0.044948,0.002938,2.23606148,11.8813
2.3958,7.678630,-8.550843,-1.929957,-0.546240,0.614473,0.068332,2.20441993,1.4113
2.4000,7.546344,0.644484,-1.855425,-3.292920,0.590477,1.211598,2.23521466,40.9205
2.4042,-1.700292,-1.808401,-0.558959,-3.196557,0.115543,0.952503,2.19799753,6.1248
2.4083,12.221253,-7.492950,-0.127116,-0.855829,0.041837,0.159116,2.23018221,25.9853
2.4125,-1.915593,-7.426274,-0.607771,-0.525894,0.135022,0.149933,2.19752590,63.2724
2.4167,4.294414,-7.606281,-0.966116,-0.473832,0.192062,0.138487,2.22468370,9.9714
2.4208,13.688118,-2.789254,-2.843391,-1.775851,1.201462,0.616909,2.19440176,2.9367
2.4250,8.228791,-3.178201,-3.252951,-3.317866,0.761231,0.775515,2.22991252,4.7365
2.4292,-1.097565,-2.763223,-0.565159,-4.413831,0.082250,0.778454,2.18981114,72.7232
2.4333,9.876647,6.968772,-2.002809,-9.544664,0.721595,2.934653,2.23230274,44.6649
2.4375,8.593171,0.207540,-3.035302,-7.487084,0.710768,1.314174,2.17439566,25.6033
2.4417,12.784586,-0.303630,-5.280341,-6.175728,1.402880,1.028108,2.22679675,22.0638
2.4458,11.266882,5.060088,-5.710494,-7.289025,1.091582,2.023170,2.17913600,72.2484
2.4500,20.398490,9.641506,-10.385178,-0.169787,2.865735,0.014615,2.21086414,68.4866
2.4542,6.853910,4.217557,-2.797126,-3.941298,0.403699,1.324825,2.18163018,0.6471
2.4583,12.512267,-4.611988,-4.549355,-2.941492,0.892578,0.461516,2.20860120,39.3697
2.4625,6.195892,-4.803484,-2.040762,-3.036885,0.283995,0.390340,2.15978240,28.2735
2.4667,13.147929,-4.936840,-4.324085,-2.557910,0.774007,0.323853,2.20364767,46.7019
2.4708,1.094552,5.331845,-0.159213,-6.277475,0.061446,1.028113,2.15147348,39.6304
2.4750,11.721953,0.632178,-1.914882,-5.843896,0.329975,0.768121,2.19781285,37.7591
2.4792,7.662634,-1.002764,-1.911100,-3.786144,0.269033,0.532118,2.13733584,56.2527
2.4833,6.143831,-0.344146,-1.250693,-1.084835,0.232957,0.433531,2.18316581,72.1676
2.4875,5.863604,2.105685,-0.018802,-0.765955,0.240365,0.357356,2.12692576,4.4177
2.4917,11.675038,-4.106102,-0.928507,-1.874617,0.204518,0.358455,2.16811453,11.3171
2.4958,7.621108,-2.954453,-0.632419,-4.413876,0.255878,0.562952,2.11790164,76.1915
2.5000,5.931301,-2.658297,-2.304168,-4.746465,0.406972,0.630222,2.16721654,53.1547
2.5042,5.355614,10.495751,-5.662236,-0.181356,0.791859,0.051972,2.11401224,15.4136
2.5083,6.541117,-3.575461,-9.717202,-5.687146,1.684160,1.117561,2.16372892,58.1644
2.5125,4.995924,-8.618798,-11.396896,-3.049372,2.052551,0.385328,2.10677570,33.3862
2.5167,2.489279,-9.548872,-10.045335,-5.625946,1.870421,0.740570,2.15853691,35.4253
2.5208,2.102983,-9.826443,-10.839194,-10.299646,2.560903,1.565182,2.10406879,70.3173
2.5250,0.351087,-9.212127,-7.620616,-11.993730,1.786831,3.157493,2.16132722,14.1042
2.5292,-0.676501,9.313234,-5.066619,-5.586510,1.187217,0.813225,2.09827916,50.5264
2.5333,-0.825568,9.020848,-3.592121,-9.634108,1.155254,1.860735,2.16491077,17.7178
2.5375,-1.301882,8.066680,-0.497146,-11.172758,0.073234,3.236136,2.10100116,52.5240
2.5417,-2.563442,8.825129,-3.870410,-1.867800,1.656444,0.240167,2.15180093,23.9552
2.5458,-3.189859,6.366381,-4.168827,-7.845731,1.047716,2.796493,2.09798565,42.3807
2.5500,-4.538436,6.217738,-6.221356,-7.965844,1.466543,1.891629,2.15977509,12.0550
2.5542,-6.355923,7.283267,-9.645360,-3.118144,2.446004,0.461192,2.10027922,31.9535
2.5583,-7.129054,3.666485,-10.250988,-9.313665,2.519415,3.225258,2.15977177,6.6487
2.5625,-11.200230,2.082433,-12.025370,-10.700750,4.856376,3.402997,2.10379059,83.7361
2.5667,-7.544991,6.803600,-7.926761,-3.027580,1.925305,0.460445,2.15492929,24.7720
2.5708,-6.081592,3.665368,-4.086307,-5.178903,1.254559,1.729600,2.10200944,36.8389
2.5750,-5.628055,3.388271,-1.896800,-4.862307,0.779912,1.629078,2.15510533,6.8964
2.5792,-4.470342,9.692955,-0.253922,-0.196409,0.104691,0.016774,2.10199979,58.8191
2.5833,0.252411,0.383499,-0.299722,-1.006029,0.061976,0.350189,2.14609494,52.8074
2.5875,-5.660139,4.913392,-0.860025,-2.713993,0.379950,0.748587,2.10556736,33.9173
2.5917,-7.102636,10.330654,-2.716456,-0.346070,0.990585,0.030323,2.14912039,13.3514
2.5958,-13.467187,-1.668928,-3.708370,-0.861694,1.641133,0.288645,2.10833687,82.0568
2.6000,-8.750158,7.207771,-4.529586,-1.283575,1.352900,0.218498,2.15017529,22.9778
2.6042,-11.576410,3.115675,-1.028954,-1.468270,0.425889,0.584728,2.11000504,1.9294
2.6083,-5.368274,5.284525,-0.609863,-0.757479,0.266923,0.301686,2.15161014,73.6664
2.6125,1.220618,10.298868,0.115820,-0.002299,0.016618,0.000562,2.11113269,57.0770
2.6167,4.656198,10.487883,1.200299,0.029481,0.346807,0.007818,2.14853268,75.4560
2.6208,3.052805,9.691338,0.179699,-0.062079,0.079009,0.015669,2.11709915,80.4596
2.6250,-2.270569,8.037631,0.000325,-0.681569,0.000313,0.124376,2.15016042,80.7422
2.6292,-3.538834,-9.855447,-0.585764,0.022446,0.192126,0.002156,2.12002459,66.2235
2.6333,2.394795,-6.866013,-0.610560,0.371824,0.216968,0.075713,2.15166391,25.8876
2.6375,1.787329,10.343793,0.011672,0.082062,0.004343,0.015239,2.12049946,1.0726
2.6417,-0.196398,-8.804764,0.251893,-0.104171,0.040208,0.026776,2.14960146,54.0693
2.6458,4.452930,6.665881,1.143082,0.111291,0.313139,0.039094,2.12618264,40.8198
2.6500,7.747225,-4.130973,1.884790,0.103732,0.765966,0.024283,2.15526627,21.2510
2.6542,-2.750142,-3.782897,0.731311,0.987757,0.255578,0.233666,2.12216277,68.9166
2.6583,10.902977,-9.768555,0.286689,0.216809,0.099311,0.051328,2.15621746,65.0257
2.6625,0.595479,-5.386742,0.137766,1.104049,0.025341,0.157503,2.12096030,56.1098
2.6667,2.044496,0.062345,0.410729,1.617382,0.066415,0.428740,2.15777379,36.0275
2.6708,11.438740,-9.842947,3.491461,0.256121,1.512848,0.051377,2.11847815,18.6806
2.6750,4.320740,-3.462009,2.277309,1.453857,0.397316,0.320921,2.15457404,62.2087
2.6792,4.515552,-6.759596,2.490640,1.057866,0.416468,0.105502,2.12770589,55.7220
2.6833,9.621983,-0.950724,5.490194,3.129793,1.998706,0.684220,2.16117295,53.3821
2.6875,2.927627,-7.510211,1.458030,0.939133,0.210050,0.082227,2.12511199,16.6789
2.6917,7.503899,-5.255656,4.461154,1.967024,1.588054,0.291211,2.16008438,37.7530
2.6958,-0.562173,-4.002491,0.532595,2.756843,0.085098,0.499411,2.11218348,43.7272
2.7000,3.989632,-9.477744,1.601287,0.286278,0.540921,0.028131,2.15408785,16.4241
2.7042,2.844630,-5.871215,2.187107,2.015130,0.433005,0.349843,2.11075787,25.7769
2.7083,2.331954,-7.621576,2.327835,2.234627,0.344729,0.259257,2.15485648,43.3808
2.7125,3.031128,-8.252835,4.075808,2.063453,0.686984,0.184434,2.10977004,64.7175
2.7167,2.641071,-8.609349,5.456780,2.662484,0.920377,0.252125,2.15750405,46.6849
2.7208,1.208114,-9.429871,4.398313,3.121584,0.616738,0.286815,2.10861152,61.3999
2.7250,-0.034968,10.722194,4.118386,1.120448,0.591957,0.108006,2.15616392,41.3655
2.7292,-1.718475,8.849417,3.338644,1.099934,0.490266,0.111983,2.10937130,43.0997
2.7333,-1.891493,8.894820,0.818287,0.018612,0.280882,0.072253,2.15451754,66.0641
2.7375,-4.561436,6.022562,0.144327,0.028030,0.268520,0.067068,2.11373675,1.0073
2.7417,-1.685807,-10.390033,0.307476,0.087781,0.118426,0.026631,2.15415707,69.0008
2.7458,-6.978259,6.146399,2.143273,0.374078,0.313556,0.036033,2.11410607,84.9740
2.7500,-4.207359,7.135841,1.162413,0.306429,0.218516,0.031731,2.15479485,34.7927
2.7542,-5.731164,6.574560,3.082431,0.584828,0.432031,0.055977,2.11590520,47.8331
2.7583,-11.453702,5.461303,6.042670,1.336473,1.227532,0.113621,2.15927099,25.6885
2.7625,-7.642907,0.002409,3.893297,3.835006,0.553097,0.433576,2.11920032,6.2130
2.7667,-6.088513,-3.335299,3.181000,5.348288,0.456487,0.713566,2.18392421,81.7843
2.7708,-15.070414,-4.004232,9.205018,6.029656,2.465078,0.710422,2.13465664,29.6666
2.7750,-11.000767,-5.491180,7.062569,8.001447,1.255022,0.982114,2.21602114,11.0510
2.7792,-9.549794,-7.392723,6.328295,9.849923,1.104238,1.336363,2.18176597,64.3623
2.7833,-16.325990,-7.455035,11.659313,8.861127,3.301378,1.452690,2.26103179,38.3992
2.7875,-13.764555,-4.916824,10.195356,7.112013,2.470949,1.153847,2.26181607,43.5511
2.7917,-15.676702,-2.801570,9.878702,5.351270,3.054348,0.936539,2.29186810,3.0794
2.7958,-12.328089,-3.712737,6.359897,3.780522,1.924777,0.832519,2.22703767,73.0347
2.8000,-8.970271,0.859676,3.640429,2.134523,1.051118,0.434755,2.28131356,12.0200
2.8042,-9.602436,7.838420,3.552268,0.449888,1.072729,0.039512,2.20660408,9.5155
2.8083,-2.524985,-0.169641,0.461785,0.776665,0.067237,0.210053,2.25592735,33.8659
2.8125,-15.839021,7.905763,3.042483,0.395208,1.345336,0.034321,2.22369872,62.5158
2.8167,-15.753999,1.394401,6.088726,1.960559,2.291824,0.375189,2.25598923,31.5291
2.8208,-12.775579,-7.457879,6.634596,3.042245,1.808663,0.794934,2.26415659,65.6925
2.8250,-7.515247,-3.529355,3.315004,3.877808,0.630621,0.771789,2.28871684,69.2109
2.8292,-17.233130,6.853031,5.821006,0.710255,2.438522,0.062710,2.25884597,57.7550
2.8333,-9.626708,-2.532587,4.132467,1.984075,1.109771,0.509952,2.29622675,11.5601
2.8375,-13.312904,1.657812,1.197721,1.454522,0.513704,0.318502,2.24917870,27.8305
2.8417,-7.144433,5.279952,0.449788,0.882920,0.198294,0.150448,2.29026767,68.2528
2.8458,4.772757,0.901750,0.799102,0.149730,0.334262,0.034273,2.25622782,16.6106
2.8500,-8.095079,-9.326248,0.014529,0.638279,0.004990,0.179228,2.29116273,20.5881
2.8542,4.220552,5.141666,0.742060,0.110464,0.293767,0.028465,2.27752638,53.2196
2.8583,-10.838808,-10.693666,0.102095,0.657450,0.032359,0.108692,2.30062520,55.4674
2.8625,-11.264290,2.693996,1.933152,0.272136,0.828293,0.071954,2.28169456,31.7590
2.8667,0.213269,-8.975712,0.688893,1.404901,0.101050,0.339364,2.31107814,38.9750
2.8708,3.539485,-8.503902,0.331053,0.012798,0.142484,0.003737,2.28215937,12.9838
2.8750,5.131794,6.823769,-0.804681,-0.271553,0.271312,0.072047,2.31335387,75.4392
2.8792,3.262500,-4.033952,-0.006348,0.001618,0.001950,0.002121,2.27707464,24.2432
2.8833,-5.737904,5.834942,0.000407,-0.013362,0.001065,0.002541,2.31252804,46.6146
2.8875,2.381645,-10.156840,0.163815,0.051486,0.068980,0.020214,2.29188639,1.0749
2.8917,3.474749,10.106645,-0.271169,-0.134831,0.106363,0.023711,2.31740881,38.0038
2.8958,4.923817,-2.408412,-1.101361,-0.699498,0.270732,0.275961,2.29411872,34.1327
2.9000,9.412451,-10.693817,-1.948402,-0.033874,0.756787,0.008646,2.31993213,2.0744
2.9042,3.865398,-0.885937,-0.799195,-2.838332,0.155536,1.015676,2.30133985,9.9720
2.9083,3.656306,-5.156957,-0.503679,-1.694078,0.137610,0.480639,2.32300774,76.0866
2.9125,3.735113,-9.718940,-0.505986,-0.276223,0.146592,0.034828,2.28271089,50.2235
2.9167,4.650811,-4.973030,-1.186682,-0.837595,0.229459,0.321775,2.31625098,2.9280
2.9208,14.048460,9.536961,-3.407572,-0.421978,1.383936,0.049557,2.28992894,76.9555
2.9250,3.875493,-3.023057,-1.160560,-1.984880,0.161439,0.672295,2.31781582,23.7871
2.9292,14.095246,-3.399626,-4.629822,-3.434616,1.595309,0.772969,2.29099201,25.3640
2.9333,7.771590,-1.853570,-2.956587,-5.233908,0.570230,1.063835,2.32300438,10.0595
2.9375,12.828725,7.205506,-5.027957,-9.909865,1.427855,3.078797,2.30285208,59.4679
2.9417,1.793420,-0.331123,-0.299666,-7.883385,0.055110,1.411844,2.32995038,83.5812
2.9458,17.725315,-0.585242,-4.380623,-6.714384,1.736730,1.046673,2.27375442,26.0829
2.9500,4.668672,4.296264,-1.732270,-8.796300,0.248851,1.894702,2.32543483,61.8438
2.9542,5.185890,-2.448525,-1.863717,-4.132585,0.260135,0.581921,2.26278135,43.1790
2.9583,15.699928,-2.139173,-5.602414,-3.401934,1.415190,0.508131,2.31002969,69.4140
2.9625,12.007056,-2.151236,-5.696081,-2.939131,1.016987,0.491454,2.26432142,38.8104
2.9667,10.285907,9.459476,-4.768864,-0.141071,0.678395,0.011999,2.29867273,38.7054
2.9708,14.694557,-2.202624,-5.160933,-1.307438,0.747578,0.259644,2.28247922,59.4160
2.9750,12.515743,-5.963942,-3.410674,-1.432432,0.504446,0.185394,2.30591272,86.9114
2.9792,11.993799,-6.990743,-1.462576,-1.150059,0.353566,0.169939,2.27089702,36.7790
2.9833,11.855508,-7.239311,-0.368404,-0.468385,0.268281,0.187439,2.29921428,59.6860
2.9875,7.070242,1.001450,-0.927329,-0.302710,0.210806,0.202085,2.26782411,61.7879
2.9917,7.936749,-3.263163,-0.962615,-0.513939,0.158537,0.281282,2.29190663,76.3201
2.9958,-0.315335,-4.778073,-0.002026,-1.514195,0.033912,0.392215,2.25688712,2.7588
3.0000,6.768627,-5.420297,-1.164939,-5.327442,0.186817,0.698872,2.29181660,54.4816
3.0042,3.591915,-3.072414,-0.974474,-5.787854,0.148602,0.915190,2.25883581,3.0634
3.0083,2.333171,-6.486145,-1.704163,-5.227808,0.247896,0.677343,2.29196112,26.8223
3.0125,1.859866,-7.874089,-3.558269,-7.530329,0.498246,0.986231,2.25019740,48.3562
3.0167,1.578031,-9.066483,-7.002934,-12.449331,1.101541,1.803713,2.30147758,69.9199
3.0208,3.159236,-9.775213,-9.208705,-19.977700,2.527861,3.423248,2.26459277,13.0227
3.0250,0.886138,-10.410864,-9.860492,-14.873590,2.113057,3.594123,2.32183981,53.6973
3.0292,-0.824183,10.131368,-12.454425,-7.823840,2.586077,1.323002,2.24642662,41.4691
3.0333,-2.468239,10.218355,-12.263277,-11.502720,2.433967,3.191586,2.30963775,37.5131
3.0375,-3.206822,8.908138,-11.404441,-5.833331,2.694063,0.997664,2.23772270,28.2297
3.0417,-4.590543,8.304576,-13.160067,-8.773104,4.483140,2.653742,2.30169698,59.9002
3.0458,-3.487990,8.364713,-4.927687,-4.254065,1.012192,0.718708,2.24662993,19.5167
3.0500,-3.741592,7.157777,-4.049984,-6.347896,1.323076,1.964186,2.29743830,37.3219
3.0542,-3.974209,8.248696,-2.849385,-2.698868,1.029857,0.383775,2.25743611,70.0096
3.0583,-0.086683,4.605237,-0.864759,-8.734859,0.186247,3.023717,2.31182606,76.2474
3.0625,-5.045787,4.876086,-1.270104,-7.715427,0.561838,2.066503,2.27248021,16.8909
3.0667,-6.036363,5.342109,-3.579004,-7.046149,1.323145,1.619213,2.32139779,5.3796
3.0708,-7.520798,2.210283,-5.830487,-7.783957,1.839720,2.723739,2.26844048,30.6496
3.0750,-9.721636,6.512847,-8.896971,-3.698266,2.762928,0.807257,2.31480207,50.6730
3.0792,-14.500272,4.192831,-13.067869,-2.577432,5.017061,1.008618,2.26796481,51.4401
3.0833,-13.547385,7.600618,-10.624794,-0.943457,3.986897,0.347697,2.30728835,15.1011
3.0875,-13.363015,9.280751,-5.961698,-0.588336,2.548683,0.089202,2.27990739,59.8236
3.0917,-7.886356,4.903728,-3.647953,-1.338171,1.206003,0.534179,2.30851555,64.7785
3.0958,-8.344177,9.307869,-0.986786,-0.436240,0.433190,0.057817,2.28938915,26.3851
3.1000,-4.004618,-0.328788,-0.235064,-2.218279,0.103576,0.870090,2.31311990,37.2009
3.1042,2.663974,7.826694,-0.117581,-1.396311,0.050806,0.199339,2.29039835,45.8180
3.1083,3.801552,9.238513,0.374969,-0.535751,0.159948,0.091879,2.31018387,80.6648
3.1125,7.492291,-10.036393,1.376055,-0.114041,0.592634,0.026485,2.29022805,2.3991
3.1167,2.892014,-7.152708,0.364403,0.012364,0.128043,0.002334,2.30728000,59.8033
3.1208,1.189906,8.709658,-0.054464,0.003874,0.023839,0.001176,2.28931012,83.3087
3.1250,-5.817889,7.629532,-0.109761,-0.747148,0.040129,0.243624,2.30098494,73.2070
3.1292,-6.767150,11.364917,-1.521404,-0.050724,0.587441,0.004286,2.29698023,44.6962
3.1333,0.281198,-11.492865,-0.647381,0.244142,0.104709,0.031961,2.29680862,13.0956
3.1375,2.352990,-7.582026,0.388503,0.360895,0.086386,0.075743,2.30071356,67.2385
3.1417,-3.141946,11.201702,1.011791,0.069514,0.356460,0.012647,2.28507976,72.2324
3.1458,9.221238,-11.420697,0.522292,0.013785,0.214107,0.001889,2.29883944,26.9757
3.1500,-0.922704,-9.239100,0.780277,0.216947,0.147342,0.023078,2.27859616,53.0955
3.1542,6.289889,-2.295995,1.054598,0.833974,0.442022,0.224077,2.26369231,5.9923
3.1583,-0.340696,10.346804,0.450544,1.039062,0.070306,0.182898,2.27605423,60.8136
3.1625,9.674385,-1.955281,1.076983,0.664397,0.469703,0.179422,2.23880866,2.1998
3.1667,-0.306644,-9.053873,0.643906,0.341888,0.096325,0.029050,2.27400042,62.4235
3.1708,6.682859,-2.506734,1.995204,1.816723,0.740136,0.420067,2.24761560,75.6193
3.1750,6.301395,-9.283867,3.312033,0.298771,0.847000,0.027457,2.27200236,57.6881
3.1792,8.723331,-3.237755,5.713819,1.652991,1.665322,0.389404,2.24446547,69.5050
3.1833,9.921026,-9.692573,7.198779,0.226338,2.392342,0.023439,2.26741716,12.0975
3.1875,2.057138,-4.001235,0.749092,1.973910,0.107245,0.404611,2.22656241,84.6533
3.1917,6.887417,-5.554789,3.590134,2.535452,1.299275,0.357803,2.27169085,73.5367
3.1958,1.335020,-6.092245,0.425401,2.660756,0.074066,0.279411,2.22966402,58.7404
3.2000,3.560696,-3.398076,2.408747,5.094692,0.472090,0.820792,2.28263259,76.5853
3.2042,4.513472,-8.819555,4.414461,1.181391,1.001163,0.101128,2.25623476,12.7509
3.2083,3.306132,-7.947265,4.356733,2.088435,0.707534,0.278477,2.28271168,60.7165
3.2125,3.467243,-11.073752,5.949840,0.022009,0.996557,0.012108,2.28025208,50.3592
3.2167,2.656898,-9.706553,7.089731,1.283466,1.147889,0.193971,2.27829683,4.8123
3.2208,0.812623,-10.784650,2.755655,1.372164,0.395840,0.135402,2.28494089,58.4998
3.2250,-0.438604,-11.418840,3.853770,1.182117,0.562668,0.100619,2.28016475,1.8977
3.2292,-0.025275,10.785215,0.014143,0.736658,0.048953,0.080981,2.27510058,9.5165
3.2333,-2.682173,9.007845,0.821579,0.447791,0.127393,0.080069,2.27450507,25.7713
3.2375,-2.704524,8.023573,1.063425,0.240282,0.170990,0.101493,2.25628049,24.0167
3.2417,-3.176169,5.408317,0.397516,0.630946,0.192065,0.071090,2.27204694,20.8532
3.2458,-4.205262,5.534298,1.016669,0.447158,0.267083,0.084140,2.27305684,3.5759
3.2500,-5.765674,4.733603,3.304756,1.322835,0.474790,0.135392,2.27439073,49.1377
3.2542,-10.150660,3.095809,5.105060,3.107568,0.938339,0.264910,2.29155112,87.9024
3.2583,-9.547761,-0.273420,4.687721,4.362086,0.687047,0.466335,2.29850094,10.2551
3.2625,-10.446198,5.791202,6.587855,1.671966,0.976427,0.143978,2.31193933,43.7386
3.2667,-8.958792,0.131812,6.069794,3.893116,0.924741,0.519959,2.31087677,59.4757
3.2708,-14.403211,2.881766,11.347368,3.026173,2.515685,0.324189,2.31855940,10.6598
3.2750,-12.308421,-2.704155,10.072817,4.442860,1.997664,0.738934,2.32322529,27.6752
3.2792,-14.844308,9.092862,10.999746,0.327150,2.904034,0.030272,2.31084000,49.8480
3.2833,-13.512464,-0.660770,9.080612,2.655934,2.403018,0.543547,2.31962989,87.4739
3.2875,-10.851973,-0.574522,6.067432,3.458154,1.612024,0.546647,2.32538907,60.8810
3.2917,-11.341503,-2.017775,4.044858,4.750448,1.415804,0.709350,2.33550466,10.4022
3.2958,-3.708320,-4.731164,1.123163,6.835694,0.159438,1.086271,2.34173679,57.9181
3.3000,-17.102983,-9.723294,4.630283,7.948377,1.995970,1.692262,2.37533627,41.2177
3.3042,-8.125029,-3.124697,3.448608,5.746929,0.730352,0.931479,2.33661444,56.4660
3.3083,-11.197937,-0.736256,6.270491,3.670971,1.498818,0.694588,2.38084343,23.5808
3.3125,-21.652427,-0.862676,11.108073,2.152411,4.401122,0.521257,2.32790482,17.3092
3.3167,-14.811544,0.847033,9.750205,0.791986,2.685538,0.213565,2.36276710,46.7446
3.3208,-12.326232,-10.540871,5.944920,0.917139,1.895099,0.163332,2.34785833,65.2674
3.3250,-15.635037,-0.468374,3.802923,0.566315,1.657360,0.150356,2.35767338,49.4194
3.3292,-7.964839,3.548420,2.095631,1.285582,0.721425,0.241055,2.36669366,76.9346
3.3333,-6.571890,1.141697,0.491667,2.375105,0.217604,0.416211,2.36122564,60.1266
3.3375,2.037130,-5.344844,0.253149,4.120882,0.093697,0.956648,2.38348417,23.0839
3.3417,-10.250641,-5.752175,0.049573,3.858635,0.015340,0.934960,2.38062512,74.1510
3.3458,-10.460909,-5.249975,1.692459,1.490381,0.719997,0.400631,2.37345709,31.0792
3.3500,-7.343166,4.220130,2.300786,0.998847,0.565379,0.212234,2.38381220,76.0174
3.3542,-1.743165,3.724221,0.039251,0.041337,0.045184,0.008182,2.37726482,35.4285
3.3583,-7.482292,10.973672,1.523903,-0.138482,0.556048,0.019546,2.37830834,68.9698
3.3625,-2.634843,-8.291984,0.312165,-0.900538,0.078190,0.164465,2.38532680,71.7495
3.3667,-0.036570,-4.594822,-0.001690,-0.968489,0.000283,0.379373,2.37799859,14.9816
3.3708,0.072329,-10.279345,-0.000238,-0.117507,0.000049,0.032888,2.37642437,74.2059
3.3750,-0.804363,8.365444,0.039447,0.014374,0.006025,0.003248,2.37076005,72.0406
3.3792,2.315177,7.009647,-0.013555,0.442428,0.005105,0.083696,2.38065159,19.5791
3.3833,0.280552,-1.719513,-0.020987,0.820063,0.003888,0.220604,2.37567124,36.5556
3.3875,4.112711,8.136166,-0.008921,0.211095,0.002743,0.047708,2.37957209,9.2150
3.3917,0.445944,-8.307764,-0.004461,-0.615777,0.002806,0.171700,2.37783535,5.0810
3.3958,5.234724,-10.708677,-0.290985,-0.014964,0.128764,0.009687,2.37075385,68.9958
3.4000,-6.798724,-4.940469,-0.490391,-2.664639,0.216305,0.588388,2.37644891,15.9467
3.4042,7.503900,-0.820554,-0.070092,-2.921296,0.023981,1.075913,2.37769534,21.5440
3.4083,7.512188,8.999653,-1.407331,-0.398988,0.532504,0.066832,2.36867961,65.6238
3.4125,8.239993,-0.713886,-2.845654,-0.129125,0.778242,0.038373,2.36517525,13.6775
3.4167,8.996356,9.098321,-4.079360,-0.379564,0.878696,0.064015,2.36317170,0.4981
3.4208,13.495182,-8.193219,-5.946995,-0.915945,1.723359,0.146993,2.32924976,75.5343
3.4250,12.342004,1.030878,-4.543306,-3.241014,1.393753,1.220331,2.36449696,25.8346
3.4292,1.748870,-0.119455,-0.238996,-5.684786,0.043525,1.566710,2.33106134,28.2206
3.4333,12.303422,-0.815437,-1.192551,-7.126458,0.530196,1.460556,2.36545820,81.6256
3.4375,-3.673215,2.585658,-0.700094,-10.074150,0.200940,2.151787,2.38469831,81.7266
3.4417,3.042168,6.225288,-0.511639,-12.249202,0.086289,2.952755,2.38354393,26.4968
3.4458,10.712010,-0.870431,-2.235846,-6.461276,0.796186,1.029019,2.37325200,72.8357
3.4500,8.511238,-1.553061,-3.142725,-4.395543,0.709136,0.764160,2.38572443,36.8429
3.4542,7.646542,-6.899358,-3.437631,-1.827740,0.566045,0.231106,2.35195188,69.2325
3.4583,7.322306,-9.968051,-3.098428,-0.315958,0.440824,0.044161,2.36620474,3.8845
3.4625,17.241018,0.443886,-6.909787,-3.210489,1.507584,0.930988,2.35582419,7.4050
3.4667,13.090735,-3.294625,-6.560997,-3.936527,1.065143,0.713803,2.35883496,28.5055
3.4708,11.150309,-4.766080,-4.838099,-3.845303,0.676104,0.518014,2.34546233,6.1264
3.4750,15.597820,-5.387000,-4.212119,-3.066125,0.652081,0.388954,2.35335292,30.8743
3.4792,11.283695,-5.337839,-3.715496,-1.890794,0.524638,0.301013,2.34287179,47.8638
3.4833,9.485764,-0.881301,-1.746831,-1.150269,0.411909,0.293426,2.34826339,5.8948
3.4875,9.590173,-3.101130,-0.902233,-0.548156,0.373862,0.366815,2.34089140,61.9977
3.4917,8.615822,-0.048423,-1.349074,-1.438021,0.293313,0.244004,2.34532034,1.7573
3.4958,1.438445,-4.069248,-0.416722,-1.017178,0.086321,0.290952,2.33181710,54.2931
3.5000,8.203984,-5.806225,-2.097761,-3.066728,0.324652,0.467956,2.33855482,51.9088
3.5042,2.183043,-6.399447,-1.031404,-7.249048,0.179515,0.916502,2.33912731,49.7672
3.5083,2.115207,-5.128722,-2.659518,-10.110737,0.371407,1.598980,2.35365175,11.0056
3.5125,4.244967,-10.357188,-7.504915,-3.873984,1.382227,0.494338,2.31620390,54.6445
3.5167,2.945586,-10.089664,-10.000403,-6.471134,1.852697,1.081129,2.35186040,61.3011
3.5208,2.610289,-10.376853,-11.901812,-7.103836,2.799513,1.328643,2.32013648,85.8156
3.5250,-0.492762,11.458375,-5.915314,-5.487508,0.993668,0.859475,2.35849795,69.6554
3.5292,-0.373682,-11.275540,-11.237882,-10.871232,3.065111,3.233070,2.32487490,7.5506
3.5333,-1.902216,9.981507,-10.167313,-5.449170,2.503772,0.801891,2.35893595,46.9438
3.5375,-2.762329,10.119610,-8.525300,-0.842328,2.085259,0.110498,2.30826546,72.8682
3.5417,-3.730539,9.074166,-8.274338,-6.018793,3.034185,2.263892,2.35767928,80.6274
3.5458,-2.331769,8.172472,-1.866156,-6.037215,0.293686,1.358554,2.31439622,37.8465
3.5500,-3.666733,6.995096,-3.639579,-8.815668,1.284797,1.895797,2.36262834,56.1401
3.5542,-3.401119,4.929442,-2.915096,-13.334931,0.697761,3.097206,2.32924556,68.9675
3.5583,-6.621125,4.363582,-4.250012,-14.224702,1.823329,3.216241,2.38726653,69.6832
3.5625,-4.412240,0.782732,-3.234545,-16.536588,0.683489,5.636646,2.33559187,86.4083
3.5667,-6.572360,2.191425,-6.253208,-10.837021,1.559840,3.692754,2.39446256,49.3838
3.5708,-11.685536,3.940548,-8.355069,-6.526140,3.505805,2.074606,2.32193379,44.9914
3.5750,-6.706907,4.660437,-5.222114,-3.021240,1.161940,1.163836,2.37280829,55.1069
3.5792,-7.108453,9.862028,-3.831662,-0.371094,1.336354,0.047355,2.32117923,43.9903
3.5833,-8.896160,10.706828,-1.762104,-0.159811,0.778772,0.035856,2.36180169,53.9195
3.5875,-3.267864,8.544348,-0.839269,-0.008641,0.233144,0.002551,2.33419017,13.9469
